ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075848978::Type  [read only],1075849017::Attribute,1075849056::Physical Data Type,1075849060::Percent Null,1075849062::Null Option,1075849102::View Column Expression,1075849115::Empty Is Null,1075849117::Read Only,1075849121::Data Sources  [read only],1075849122::DS Comment,1075849125::Row GUID,1075849131::Physical Order  [read only],1075849136::Parent Attribute  [read only],1075849137::Parent Relationship  [read only],1075849148::Comments,1075849172::Physical Only,1075849173::Logical Only,1075849176::Physical Name,1075849201::Logical Data Type,1075849452::Domain Parent,1075849722::Is Not For Replication,1075849731::Font Color,1075849769::Generated Identity,1075849842::Color Is Inherited,1075849843::Font Inherited,1075849998::Font Size,1075849999::Font Bold,1075850000::Font Italic,1075850008::Update Attribute Definition to Match,1075850017::Starting Value,1075850018::Increment By,1075850085::Attribute Order  [read only],1075850088::Column Order  [read only],1075850089::Theme,1075850186::Expression,1075850193::Dependent Objects  [read only],1075850237::Logical Lead Attribute  [read only],1075850245::Physical Lead Attribute  [read only],1075850297::Font Charset,1075850516::User Formatted Name  [read only],1075850521::Check Constraint Inheritance Prohibited,1075850522::Default Constraint Inheritance Prohibited,1075850564::Collation,1075850637::Populate All Rows With Default Value,1075850700::Persisted,1075850734::XML Document Type,1075850736::XML Schema Collection,1075850744::Sparse,1075851000::Is Filestream,1075851001::Is Sparse Column Set,1075851147::Font,1075851148::Font Name,1075851149::Font Strikethrough,1075851150::Font Underscore,1075851212::Average Width,1075851250::Is Encrypted,1075851720::Image,1075852278::Extended Notes Order  [read only],1075852305::Column Mask Function,1075852321::Column Encryption Key,1075852322::Encryption Type,1075852340::Hidden,1075852464::Password,1075852560::PII,1075853568::Column Class,1075853916::Attribute Data Vault Complaincy,1092616196::Attribute.Physical.Description
"1075838981::1790","ValidFrom",Column,"","ValidFrom","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","4","","","","","","ValidFrom","DATE","Datetime","","0","","","","10","false","false","","","","4","4","","","TransactionTypes_Archive,ValidFrom","","","Western","ValidFrom","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1791","ValidTo",Column,"","ValidTo","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","5","","","","","","ValidTo","DATE","Datetime","","0","","","","10","false","false","","","","5","5","","","TransactionTypes_Archive,ValidTo","","","Western","ValidTo","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1797","VehicleTemperatureID",Column,"","VehicleTemperatureID","Primary Key","","bigint","","Not Null","","","","","","","1","","","","","","VehicleTemperatureID","HUGE","Number","false","8470830","true","","","10","false","false","","1","1","1","1","","","VehicleTemperatures,VehicleTemperatureID","","","Western","VehicleTemperatureID","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::1798","VehicleRegistration",Column,"","VehicleRegistration","Non Primary Key","","nvarchar(20)","","Not Null","","","","","","","2","","","","","","VehicleRegistration","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","2","2","","","VehicleTemperatures","","","Western","VehicleRegistration","","","Latin1_General_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","18","","Default String Icon","","","","","false","","","","",""
"1075838981::1799","ChillerSensorNumber",Column,"","ChillerSensorNumber","Non Primary Key","","int","","Not Null","","","","","","","3","","","","","","ChillerSensorNumber","INTEGER","Number","","8470830","","","","10","false","false","","","","3","3","","","VehicleTemperatures","","","Western","ChillerSensorNumber","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::1800","RecordedWhen",Column,"","RecordedWhen","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","4","","","","","","RecordedWhen","DATE","Datetime","","8470830","","","","10","false","false","","","","4","4","","","VehicleTemperatures","","","Western","RecordedWhen","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1801","Temperature",Column,"","Temperature","Non Primary Key","","decimal(10,2)","","Not Null","","","","","","","5","","","","","","Temperature","DECIMAL(10,2)","Number","","8470830","","","","10","false","false","","","","5","5","","","VehicleTemperatures","","","Western","Temperature","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","5","","Default Number Icon","","","","","false","","","","",""
"1075838981::1802","FullSensorData",Column,"","FullSensorData","Non Primary Key","","nvarchar(1000)","0","Null","","","","","","","6","","","","","","FullSensorData","NVARCHAR(1000)","String","","8470830","","","","10","false","false","","","","6","6","","","VehicleTemperatures","","","Western","FullSensorData","","","Latin1_General_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","391","","Default String Icon","","","","","false","","","","",""
"1075838981::1803","IsCompressed",Column,"","IsCompressed","Non Primary Key","","bit","","Not Null","","","","","","","7","","","","","","IsCompressed","SMALLINT","Number","","8470830","","","","10","false","false","","","","7","7","","","VehicleTemperatures","","","Western","IsCompressed","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::1804","CompressedSensorData",Column,"","CompressedSensorData","Non Primary Key","","varbinary(max)","100","Null","","","","","","","8","","","","","","CompressedSensorData","LARGE BINARY","Blob","","8470830","","","","10","false","false","","","","8","8","","","VehicleTemperatures","","","Western","CompressedSensorData","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Blob Icon","","","","","false","","","","",""
"1075838981::1818","SupplierID",Column,"","SupplierID","View","","int","","Not Null","","","","","","","1","SupplierID","s(Suppliers as s to Suppliers)","","","","","INTEGER","Number","","0","","","","10","false","false","","","","","","","","Suppliers","","","Western","SupplierID","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","","","","","","Numeric ID used for reference to a supplier within the database"
"1075838981::1819","SupplierName",Column,"","SupplierName","View","","nvarchar(100)","","Not Null","","","","","","","2","SupplierName","s(Suppliers as s to Suppliers)","","","","","NVARCHAR(100)","String","","0","","","","10","false","false","","","","","","","","Suppliers","","","Western","SupplierName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","34","","Default String Icon","","","","","","","","","","Supplier's full name (usually a trading name)"
"1075838981::1820","SupplierCategoryName",Column,"","SupplierCategoryName","View","","nvarchar(50)","","Not Null","","","","","","","3","SupplierCategoryName","sc(SupplierCategories as sc to Suppliers)","","","","","NVARCHAR(50)","String","","0","","","","10","false","false","","","","","","","","Suppliers","","","Western","SupplierCategoryName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","42","","Default String Icon","","","","","","","","","","Full name of the category that suppliers can be assigned to"
"1075838981::1821","PrimaryContact",Column,"","PrimaryContact","View","","nvarchar(50)","","Not Null","","","","","","","4","FullName","pp(People as pp to Suppliers)","","","","","NVARCHAR(50)","String","","0","","","","10","false","false","","","","","","","","Suppliers","","","Western","PrimaryContact","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","27","","Default String Icon","","","","","","","","","","Full name for this person"
"1075838981::1822","AlternateContact",Column,"","AlternateContact","View","","nvarchar(50)","","Not Null","","","","","","","5","FullName","ap(People as ap to Suppliers)","","","","","NVARCHAR(50)","String","","0","","","","10","false","false","","","","","","","","Suppliers","","","Western","AlternateContact","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","27","","Default String Icon","","","","","","","","","","Full name for this person"
"1075838981::1823","PhoneNumber",Column,"","PhoneNumber","View","","nvarchar(20)","","Not Null","","","","","","","6","PhoneNumber","s(Suppliers as s to Suppliers)","","","","","NVARCHAR(20)","String","","0","","","","10","false","false","","","","","","","","Suppliers","","","Western","PhoneNumber","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","28","","Default String Icon","","","","","","","","","","Phone number"
"1075838981::1824","FaxNumber",Column,"","FaxNumber","View","","nvarchar(20)","","Not Null","","","","","","","7","FaxNumber","s(Suppliers as s to Suppliers)","","","","","NVARCHAR(20)","String","","0","","","","10","false","false","","","","","","","","Suppliers","","","Western","FaxNumber","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","28","","Default String Icon","","","","","","","","","","Fax number  "
"1075838981::1825","WebsiteURL",Column,"","WebsiteURL","View","","nvarchar(256)","","Not Null","","","","","","","8","WebsiteURL","s(Suppliers as s to Suppliers)","","","","","NVARCHAR(256)","String","","0","","","","10","false","false","","","","","","","","Suppliers","","","Western","WebsiteURL","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","58","","Default String Icon","","","","","","","","","","URL for the website for this supplier"
"1075838981::1826","DeliveryMethod",Column,"","DeliveryMethod","View","","nvarchar(50)","","Not Null","","","","","","","9","DeliveryMethodName","dm(DeliveryMethods as dm to Suppliers)","","","","","NVARCHAR(50)","String","","0","","","","10","false","false","","","","","","","","Suppliers","","","Western","DeliveryMethod","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","29","","Default String Icon","","","","","","","","","","Full name of methods that can be used for delivery of customer orders"
"1075838981::1827","CityName",Column,"","CityName","View","","nvarchar(50)","","Not Null","","","","","","","10","CityName","c(Cities as c to Suppliers)","","","","","NVARCHAR(50)","String","","0","","","","10","false","false","","","","","","","","Suppliers","","","Western","CityName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","17","","Default String Icon","","","","","","","","","","Formal name of the city"
"1075838981::1828","DeliveryLocation",Column,"","DeliveryLocation","View","","geography","0","Null","","","","","","","11","DeliveryLocation","s(Suppliers as s to Suppliers)","","","","","SPATIAL","_default_","","0","","","","10","false","false","","","","","","","","Suppliers","","","Western","DeliveryLocation","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default <unknown> Icon","","","","","","","","","","Geographic location for the supplier's office/warehouse"
"1075838981::1829","SupplierReference",Column,"","SupplierReference","View","","nvarchar(20)","0","Null","","","","","","","12","SupplierReference","s(Suppliers as s to Suppliers)","","","","","NVARCHAR(20)","String","","0","","","","10","false","false","","","","","","","","Suppliers","","","Western","SupplierReference","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","17","","Default String Icon","","","","","","","","","","Supplier reference for our organization (might be our account number at the supplier)"
"1075838981::1844","CustomerID",Column,"","CustomerID","View","","int","","Not Null","","","","","","","1","CustomerID","s(Customers as s to Customers)","","","","","INTEGER","Number","","0","","","","10","false","false","","","","","","","","Customers","","","Western","CustomerID","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","","","","","","Numeric ID used for reference to a customer within the database"
"1075838981::1845","CustomerName",Column,"","CustomerName","View","","nvarchar(100)","","Not Null","","","","","","","2","CustomerName","s(Customers as s to Customers)","","","","","NVARCHAR(100)","String","","0","","","","10","false","false","","","","","","","","Customers","","","Western","CustomerName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","45","","Default String Icon","","","","","","","","","","Customer's full name (usually a trading name)"
"1075838981::1846","CustomerCategoryName",Column,"","CustomerCategoryName","View","","nvarchar(50)","","Not Null","","","","","","","3","CustomerCategoryName","sc(CustomerCategories as sc to Customers)","","","","","NVARCHAR(50)","String","","0","","","","10","false","false","","","","","","","","Customers","","","Western","CustomerCategoryName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","21","","Default String Icon","","","","","","","","","","Full name of the category that customers can be assigned to"
"1075838981::1847","PrimaryContact",Column,"","PrimaryContact","View","","nvarchar(50)","","Not Null","","","","","","","4","FullName","pp(People as pp to Customers)","","","","","NVARCHAR(50)","String","","0","","","","10","false","false","","","","","","","","Customers","","","Western","PrimaryContact","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","27","","Default String Icon","","","","","","","","","","Full name for this person"
"1075838981::1848","AlternateContact",Column,"","AlternateContact","View","","nvarchar(50)","","Not Null","","","","","","","5","FullName","ap(People as ap to Customers)","","","","","NVARCHAR(50)","String","","0","","","","10","false","false","","","","","","","","Customers","","","Western","AlternateContact","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","27","","Default String Icon","","","","","","","","","","Full name for this person"
"1075838981::1849","PhoneNumber",Column,"","PhoneNumber","View","","nvarchar(20)","","Not Null","","","","","","","6","PhoneNumber","s(Customers as s to Customers)","","","","","NVARCHAR(20)","String","","0","","","","10","false","false","","","","","","","","Customers","","","Western","PhoneNumber","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","28","","Default String Icon","","","","","","","","","","Phone number"
