ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075849148::Comments,1075849176::Physical Name,1075850193::Dependent Objects  [read only],1075850516::User Formatted Name  [read only],1075852278::Extended Notes Order  [read only],1075848978::Type  [read only],1075849017::Attribute,1075849056::Physical Data Type,1075849060::Percent Null,1075849062::Null Option,1075849102::View Column Expression,1075849115::Empty Is Null,1075849117::Read Only,1075849121::Data Sources  [read only],1075849122::DS Comment,1075849125::Row GUID,1075849131::Physical Order  [read only],1075849136::Parent Attribute  [read only],1075849137::Parent Relationship  [read only],1075849172::Physical Only,1075849173::Logical Only,1075849201::Logical Data Type,1075849452::Domain Parent,1075849722::Is Not For Replication,1075849731::Font Color,1075849769::Generated Identity,1075849842::Color Is Inherited,1075849843::Font Inherited,1075849998::Font Size,1075849999::Font Bold,1075850000::Font Italic,1075850008::Update Attribute Definition to Match,1075850017::Starting Value,1075850018::Increment By,1075850085::Attribute Order  [read only],1075850088::Column Order  [read only],1075850089::Theme,1075850186::Expression,1075850237::Logical Lead Attribute  [read only],1075850245::Physical Lead Attribute  [read only],1075850297::Font Charset,1075850521::Check Constraint Inheritance Prohibited,1075850522::Default Constraint Inheritance Prohibited,1075850564::Collation,1075850637::Populate All Rows With Default Value,1075850700::Persisted,1075850734::XML Document Type,1075850736::XML Schema Collection,1075850744::Sparse,1075851000::Is Filestream,1075851001::Is Sparse Column Set,1075851147::Font,1075851148::Font Name,1075851149::Font Strikethrough,1075851150::Font Underscore,1075851212::Average Width,1075851250::Is Encrypted,1075851720::Image,1075852305::Column Mask Function,1075852321::Column Encryption Key,1075852322::Encryption Type,1075852340::Hidden,1075852464::Password,1075852560::PII,1075853568::Column Class,1075853916::Attribute Data Vault Complaincy
"1075838981::2315","WarrantyDescription",Column,"","WarrantyDescription","","","vProductModelCatalogDescription","WarrantyDescription","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        declare namespace wm=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelWarrAndMain""; 
        (/p1:ProductDescription/p1:Features/wm:Warranty/wm:Description)[1]' , 'nvarchar(256)' ) ","","","","","","8","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2316","NoOfYears",Column,"","NoOfYears","","","vProductModelCatalogDescription","NoOfYears","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        declare namespace wm=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelWarrAndMain""; 
        (/p1:ProductDescription/p1:Features/wm:Maintenance/wm:NoOfYears)[1]' , 'nvarchar(256)' ) ","","","","","","9","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2317","MaintenanceDescription",Column,"","MaintenanceDescription","","","vProductModelCatalogDescription","MaintenanceDescription","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        declare namespace wm=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelWarrAndMain""; 
        (/p1:ProductDescription/p1:Features/wm:Maintenance/wm:Description)[1]' , 'nvarchar(256)' ) ","","","","","","10","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2318","Wheel",Column,"","Wheel","","","vProductModelCatalogDescription","Wheel","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        declare namespace wf=""http://www.adventure-works.com/schemas/OtherFeatures""; 
        (/p1:ProductDescription/p1:Features/wf:wheel)[1]' , 'nvarchar(256)' ) ","","","","","","11","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2319","Saddle",Column,"","Saddle","","","vProductModelCatalogDescription","Saddle","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        declare namespace wf=""http://www.adventure-works.com/schemas/OtherFeatures""; 
        (/p1:ProductDescription/p1:Features/wf:saddle)[1]' , 'nvarchar(256)' ) ","","","","","","12","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2320","Pedal",Column,"","Pedal","","","vProductModelCatalogDescription","Pedal","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        declare namespace wf=""http://www.adventure-works.com/schemas/OtherFeatures""; 
        (/p1:ProductDescription/p1:Features/wf:pedal)[1]' , 'nvarchar(256)' ) ","","","","","","13","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2321","BikeFrame",Column,"","BikeFrame","","","vProductModelCatalogDescription","BikeFrame","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        declare namespace wf=""http://www.adventure-works.com/schemas/OtherFeatures""; 
        (/p1:ProductDescription/p1:Features/wf:BikeFrame)[1]' , 'nvarchar(max)' ) ","","","","","","14","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2322","Crankset",Column,"","Crankset","","","vProductModelCatalogDescription","Crankset","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        declare namespace wf=""http://www.adventure-works.com/schemas/OtherFeatures""; 
        (/p1:ProductDescription/p1:Features/wf:crankset)[1]' , 'nvarchar(256)' ) ","","","","","","15","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2323","PictureAngle",Column,"","PictureAngle","","","vProductModelCatalogDescription","PictureAngle","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        (/p1:ProductDescription/p1:Picture/p1:Angle)[1]' , 'nvarchar(256)' ) ","","","","","","16","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2324","PictureSize",Column,"","PictureSize","","","vProductModelCatalogDescription","PictureSize","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        (/p1:ProductDescription/p1:Picture/p1:Size)[1]' , 'nvarchar(256)' ) ","","","","","","17","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2325","ProductPhotoID",Column,"","ProductPhotoID","","","vProductModelCatalogDescription","ProductPhotoID","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        (/p1:ProductDescription/p1:Picture/p1:ProductPhotoID)[1]' , 'nvarchar(256)' ) ","","","","","","18","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2326","Material",Column,"","Material","","","vProductModelCatalogDescription","Material","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        (/p1:ProductDescription/p1:Specifications/Material)[1]' , 'nvarchar(256)' ) ","","","","","","19","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2327","Color",Column,"","Color","","","vProductModelCatalogDescription","Color","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        (/p1:ProductDescription/p1:Specifications/Color)[1]' , 'nvarchar(256)' ) ","","","","","","20","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2328","ProductLine",Column,"","ProductLine","","","vProductModelCatalogDescription","ProductLine","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        (/p1:ProductDescription/p1:Specifications/ProductLine)[1]' , 'nvarchar(256)' ) ","","","","","","21","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2329","Style",Column,"","Style","","","vProductModelCatalogDescription","Style","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        (/p1:ProductDescription/p1:Specifications/Style)[1]' , 'nvarchar(256)' ) ","","","","","","22","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2330","RiderExperience",Column,"","RiderExperience","","","vProductModelCatalogDescription","RiderExperience","","View","","char(18)","","Null"," [CatalogDescription].value( N'declare namespace p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription""; 
        (/p1:ProductDescription/p1:Specifications/RiderExperience)[1]' , 'nvarchar(1024)' ) ","","","","","","23","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
"1075838981::2331","rowguid",Column,"ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.","rowguid","ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.","","vProductModelCatalogDescription","rowguid","","View","","uniqueidentifier","","Not Null","","","","","","","24","rowguid","(ProductModel as  to vProductModelCatalogDescription)","","","UNIQUEID","Number","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","","","",""
"1075838981::2332","ModifiedDate",Column,"Date and time the record was last updated.","ModifiedDate","Date and time the record was last updated.","","vProductModelCatalogDescription","ModifiedDate","","View","","datetime","","Not Null","","","","","","","25","ModifiedDate","(ProductModel as  to vProductModelCatalogDescription)","","","TIMESTAMP","Datetime","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","","","",""
"1075838981::2335","ProductModelID",Column,"Primary key for ProductModel records.","ProductModelID","Primary key for ProductModel records.","","vProductModelInstructions","ProductModelID","","View","","int","","Not Null","","","","","","","1","ProductModelID","(ProductModel as  to vProductModelInstructions)","","","INTEGER","Number","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","","","",""
"1075838981::2336","Name",Column,"Product model description.","Name","Product model description.","","vProductModelInstructions","Name","","View","","nvarchar(50)","","Not Null","","","","","","","2","Name","(ProductModel as  to vProductModelInstructions)","","","NVARCHAR(50)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","31","","Default String Icon","","","","","","","",""
"1075838981::2337","Instructions",Column,"","Instructions","","","vProductModelInstructions","Instructions","","View","","char(18)","","Null"," [Instructions].value( N'declare default element namespace ""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelManuInstructions""; 
        (/root/text())[1]' , 'nvarchar(max)' ) ","","","","","","3","","","","","CHAR(18)","String","","0","","","","10","false","false","","","","","","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","","","",""
